filename,anomaly_probability
6c2730d57920779bd76521c5145c9a9397dbe31e24f349c80af78cd17494fada.png,0.048405062111375276
eba7d43b0b392a72187f3a635d756c21bfa52ac75fd444eec1b66593735e2d4c.png,0.23759478937990683
2144b403405bf68d05f330ab99c7862f24a56d1735584d9d3230cc1aaa33e701.png,0.2745888525013859
61f49a95147ffbf32d55c309b2449f57254331a0bd001d888a84c643c6a1bf13.png,0.22207740974559476
2d5801daa5ce43728fcd7b94ca9d2921f09fd3fcd688cb17b51c266baa9d2fdd.png,0.1977330101020736
49caa9922f0f03f6a4982a6132472c1ddfdfa27d759dc33315090f941d1761f2.png,0.2276856344828657
557965c255e18d01817bf9ae3c5792540f166020b7a00f27d26669ef6a9f9c49.png,0.37910916214218077
eee235bf5c637f0fd0abe6c2d127fdeda0ebb00d62fc2e5575c2e22c7eeabd4b.png,0.11855496131319262
0fb519a127d5f8ddc2500aa17b6d88e950069dbd329b20e3dcdc52693978f38c.png,0.11212504582564506
a4c4d425d5c91ddb29be345d51d154cd6e62fbdcfd03803c2355ccdcd3b0cc37.png,0.062309040111369875
040dea662f360571f9c956cf73a50d5fe431211eb193293f1509eff7f39258cd.png,0.04912393118396944
071ab46a64f54e27d15e0670139011db93b60e0e7f9c5df46de878120923a5f4.png,0.3686839489456445
dec68c794d76dc2a017411e5b5801810a4f3e41e0c0d3d9741fe9d609d3894de.png,0.060989369015772885
26ab35515e3980c6b318e1390b8f5ae59640bd3966e55d7dba0a75bcb4251fd5.png,0.34322556663400994
0290e94285b19625dac2c47aee317aa7ceda5f6b80d99418f6f37dc71fdb4b71.png,0.3070602102915229
bac2f0cecb9899fdb7fa5e90eeb4d0b9a4f90703907bb71febbd458954edcc8c.png,0.5668396626640216
3bde215c3ca98dba88036ac4e233a92238921f4b0f70f5229e60d8404d270c91.png,0.5776456456972211
d2c685dd6af2c17e8d77aaf56f2622b0c47b916de2d44269876bf1d8e6b17ce2.png,0.47206208975679104
c739bbfae994e8834db170806d28992bd2a76c56c5a090f134f3ffc1334ce8ca.png,0.04728499911996129
1252c6dfbca1d6ddbba6094f46666c1ed3d846d094746ab2435eea916eaf0d90.png,0.10492610655973951
1dc9609cb2678a4dadfe6425126f31dca2b0cde17d49d39e298e807a7151a72b.png,0.15100432677685996
5114b32c009477f6b68efa26c760507ab14cb4a35d8cdf55212a304d881ffe67.png,0.21907196234919446
bffd8287b4c060d4fd69bb1b092c40cd835380fb2540277dc768110ca9dea935.png,0.31341756918336605
9c02cc1562a0241d4665948bb79ff46bfcfab2f3f7e54b9f38f94d504fae8cca.png,0.22160858104013031
15669dca9fa601ffded9be0f9cd48097d45e7e05d662b8a906143267c27fae32.png,0.040152036701709914
333bcdb8664a02b4cdcc6f3aa3033764ec3d2d598c2bd74ce414c16ebd330eb2.png,0.26389458417539646
71ce6bc35ed4d835835adf6d4a23a9ebb91bb8c14da25dc043ab87c956762de6.png,0.07631888488121424
3c304a1c2c535bf134bed06011053a7bd121ae9361263320e8e280763951b4ce.png,0.19794241758419429
3f3b9ed2f3027ee121a20d37de7be0306d9da5089580604998b46a60f007d204.png,0.04695407993738273
